pollster,candidate,percentage,count
Pollster 140,Candidate 4,0.12862731196479807,38
Pollster 141,Candidate 1,0.12551011680012047,102
Pollster 141,Candidate 2,0.08719512347867679,68
Pollster 141,Candidate 3,0.21035881210936994,132
Pollster 141,Candidate 4,0.5769359476118328,186
Pollster 142,Candidate 1,0.3646770119051739,65
Pollster 142,Candidate 2,0.31685390838802446,10
Pollster 142,Candidate 3,0.09054064987641139,90
Pollster 142,Candidate 4,0.2279284298303903,52
Pollster 143,Candidate 1,0.4335469245536044,147
Pollster 143,Candidate 2,0.25175746552197364,31
Pollster 143,Candidate 3,0.24260076356550075,88
Pollster 143,Candidate 4,0.07209484635892123,131
Pollster 144,Candidate 1,0.06963126882376582,100
Pollster 144,Candidate 2,0.28044994787998107,168
Pollster 144,Candidate 3,0.3426924196801378,63
Pollster 144,Candidate 4,0.30722636361611533,7
Pollster 145,Candidate 1,0.2944751948013725,134
Pollster 145,Candidate 2,0.3376082226036263,145
Pollster 145,Candidate 3,0.16115106627402442,84
Pollster 145,Candidate 4,0.2067655163209768,74
Pollster 146,Candidate 1,0.23370174571911076,42
Pollster 146,Candidate 2,0.5878932296843605,65
Pollster 146,Candidate 3,0.004480458831565601,129
Pollster 146,Candidate 4,0.17392456576496315,126
Pollster 147,Candidate 1,0.30874727588158485,83
Pollster 147,Candidate 2,0.2720727443382426,155
Pollster 147,Candidate 3,0.15850827222599564,176
Pollster 147,Candidate 4,0.2606717075541769,9
Pollster 148,Candidate 1,0.3228119093928156,50
Pollster 148,Candidate 2,0.15137256564679175,160
Pollster 148,Candidate 3,0.02904030533738129,83
Pollster 148,Candidate 4,0.49677521962301135,37
Pollster 149,Candidate 1,0.23367980093465912,67
Pollster 149,Candidate 2,0.30976320117596845,55
Pollster 149,Candidate 3,0.24118605936214005,151
Pollster 149,Candidate 4,0.2153709385272324,141
Pollster 150,Candidate 1,0.09718130268420215,85
Pollster 150,Candidate 2,0.35503922929997583,56
Pollster 150,Candidate 3,0.24155329067087397,40
Pollster 150,Candidate 4,0.30622617734494806,45
Pollster 151,Candidate 1,0.44700058673411536,200
Pollster 151,Candidate 2,0.29109992175005805,162
Pollster 151,Candidate 3,0.04941524130111149,192
Pollster 151,Candidate 4,0.21248425021471506,59
Pollster 152,Candidate 1,0.2673044647701,113
Pollster 152,Candidate 2,0.20886826361413796,193
Pollster 152,Candidate 3,0.29618168932366845,56
Pollster 152,Candidate 4,0.2276455822920936,41
Pollster 153,Candidate 1,0.29318288930915287,109
Pollster 153,Candidate 2,0.3232562358240583,44
Pollster 153,Candidate 3,0.053837538019255685,162
Pollster 153,Candidate 4,0.32972333684753313,90
Pollster 154,Candidate 1,0.019233048374098893,134
Pollster 154,Candidate 2,0.22333068499917466,182
Pollster 154,Candidate 3,0.4068689703000842,57
Pollster 154,Candidate 4,0.3505672963266423,69
Pollster 155,Candidate 1,0.4495747109391908,158
Pollster 155,Candidate 2,0.17977473601007266,144
Pollster 155,Candidate 3,0.2384152529892137,62
Pollster 155,Candidate 4,0.13223530006152284,117
Pollster 156,Candidate 1,0.23082435654650793,119
Pollster 156,Candidate 2,0.33385575293195535,59
Pollster 156,Candidate 3,0.36329291826307203,53
Pollster 156,Candidate 4,0.07202697225846467,133
Pollster 157,Candidate 1,0.055210750062305185,121
Pollster 157,Candidate 2,0.44963340898964554,107
Pollster 157,Candidate 3,0.22028397481469092,186
Pollster 157,Candidate 4,0.27487186613335834,88
Pollster 158,Candidate 1,0.287622295934871,1
Pollster 158,Candidate 2,0.2763046573972262,74
Pollster 158,Candidate 3,0.19296995635681188,6
Pollster 158,Candidate 4,0.24310309031109098,114
Pollster 159,Candidate 1,0.13162190736370633,183
Pollster 159,Candidate 2,0.41633498062556706,26
Pollster 159,Candidate 3,0.3726562646826135,154
Pollster 159,Candidate 4,0.07938684732811317,51
Pollster 160,Candidate 1,0.447576366899706,143
Pollster 160,Candidate 2,0.14166239223025368,132
Pollster 160,Candidate 3,0.27595169489977994,66
Pollster 160,Candidate 4,0.13480954597026043,31
Pollster 161,Candidate 1,0.2718690640601982,55
Pollster 161,Candidate 2,0.16905316272965984,33
Pollster 161,Candidate 3,0.3139517420473729,27
Pollster 161,Candidate 4,0.24512603116276904,144
Pollster 162,Candidate 1,0.38029541324838995,171
Pollster 162,Candidate 2,0.4100931152352082,16
Pollster 162,Candidate 3,0.11405105381811956,120
Pollster 162,Candidate 4,0.09556041769828227,106
Pollster 163,Candidate 1,0.3457179304018688,53
Pollster 163,Candidate 2,0.22020358749513377,4
Pollster 163,Candidate 3,0.06685234662829274,134
Pollster 163,Candidate 4,0.3672261354747046,63
Pollster 164,Candidate 1,0.018448331343035397,6
Pollster 164,Candidate 2,0.07169241523520435,20
Pollster 164,Candidate 3,0.015853210423655135,12
Pollster 164,Candidate 4,0.8940060429981052,167
Pollster 165,Candidate 1,0.3416430898141767,113
Pollster 165,Candidate 2,0.03470961347023548,62
Pollster 165,Candidate 3,0.35315362146083895,101
Pollster 165,Candidate 4,0.2704936752547489,63
Pollster 166,Candidate 1,0.2422871954262658,164
Pollster 166,Candidate 2,0.22317691578946314,18
Pollster 166,Candidate 3,0.26291344883543016,100
Pollster 166,Candidate 4,0.2716224399488409,115
Pollster 167,Candidate 1,0.08978615955305694,193
Pollster 167,Candidate 2,0.25223991276717805,188
Pollster 167,Candidate 3,0.36422080706068816,141
Pollster 167,Candidate 4,0.2937531206190769,19
Pollster 168,Candidate 1,0.3027766675029145,180
Pollster 168,Candidate 2,0.25717361075295514,10
Pollster 168,Candidate 3,0.3836123778393616,134
Pollster 168,Candidate 4,0.05643734390476878,107
Pollster 169,Candidate 1,0.14902689359951837,91
Pollster 169,Candidate 2,0.3824112773842553,118
Pollster 169,Candidate 3,0.4462731008392488,3
Pollster 169,Candidate 4,0.02228872817697756,153
Pollster 170,Candidate 1,0.4945687805958691,113
Pollster 170,Candidate 2,0.01017154420466171,116
Pollster 170,Candidate 3,0.32633606935005893,178
Pollster 170,Candidate 4,0.16892360584941024,53
Pollster 171,Candidate 1,0.2444457470460393,179
Pollster 171,Candidate 2,0.38622669816302374,194
Pollster 171,Candidate 3,0.2641028061687812,61
Pollster 171,Candidate 4,0.10522474862215575,49
Pollster 172,Candidate 1,0.33438791367302256,93
Pollster 172,Candidate 2,0.33351638858711624,3
Pollster 172,Candidate 3,0.28162375567974746,47
Pollster 172,Candidate 4,0.050471942060113725,48
Pollster 173,Candidate 1,0.44136112014048406,141
Pollster 173,Candidate 2,0.2226149613248131,89
Pollster 173,Candidate 3,0.07482265635723762,114
Pollster 173,Candidate 4,0.2612012621774652,54
Pollster 174,Candidate 1,0.3929933278124764,39
Pollster 174,Candidate 2,0.13282735624201453,93
Pollster 174,Candidate 3,0.09651926925348696,13
Pollster 174,Candidate 4,0.3776600466920221,100
Pollster 175,Candidate 1,0.30611537729255256,178
Pollster 175,Candidate 2,0.02290707613155517,168
Pollster 175,Candidate 3,0.536546367088483,163
Pollster 175,Candidate 4,0.13443117948740926,136
Pollster 176,Candidate 1,0.07651474811272685,121
Pollster 176,Candidate 2,0.2805632897765249,99
Pollster 176,Candidate 3,0.3983148681077497,133
Pollster 176,Candidate 4,0.24460709400299854,74
Pollster 177,Candidate 1,0.17964723533623647,185
Pollster 177,Candidate 2,0.3046905145214561,6
Pollster 177,Candidate 3,0.25962641594113844,50
Pollster 177,Candidate 4,0.25603583420116893,18
Pollster 178,Candidate 1,0.3922875691771192,13
Pollster 178,Candidate 2,0.32214812421733957,2
Pollster 178,Candidate 3,0.0332451488616675,184
Pollster 178,Candidate 4,0.2523191577438737,92
Pollster 179,Candidate 1,0.45907566395291016,22
Pollster 179,Candidate 2,0.07029457364242934,193
Pollster 179,Candidate 3,0.07657870976670789,153
Pollster 179,Candidate 4,0.3940510526379526,74
Pollster 180,Candidate 1,0.27543424796986,139
Pollster 180,Candidate 2,0.12269007045943506,37
Pollster 180,Candidate 3,0.2880793840224988,119
Pollster 180,Candidate 4,0.31379629754820615,42
Pollster 181,Candidate 1,0.40320706070394235,27
Pollster 181,Candidate 2,0.08213958516979226,141
Pollster 181,Candidate 3,0.3347973288000463,45
Pollster 181,Candidate 4,0.17985602532621903,139
Pollster 182,Candidate 1,0.38385525883969046,64
Pollster 182,Candidate 2,0.3742997455879674,84
Pollster 182,Candidate 3,0.01392851236470222,64
Pollster 182,Candidate 4,0.2279164832076399,16
Pollster 183,Candidate 1,0.24987231214394873,129
Pollster 183,Candidate 2,0.30179682895223225,152
Pollster 183,Candidate 3,0.18011254089777948,146
Pollster 183,Candidate 4,0.26821831800603957,10
Pollster 184,Candidate 1,0.32549374734517417,15
Pollster 184,Candidate 2,0.27987361962841467,52
Pollster 184,Candidate 3,0.18149760461116923,188
Pollster 184,Candidate 4,0.21313502841524193,154
Pollster 185,Candidate 1,0.16330895754353983,27
Pollster 185,Candidate 2,0.3793820910610203,137
Pollster 185,Candidate 3,0.3222812634186984,153
Pollster 185,Candidate 4,0.1350276879767415,148
Pollster 186,Candidate 1,0.371516706032201,6
Pollster 186,Candidate 2,0.20196208243720656,149
Pollster 186,Candidate 3,0.2564510930240124,37
Pollster 186,Candidate 4,0.17007011850658008,171
Pollster 187,Candidate 1,0.38400647309885705,119
Pollster 187,Candidate 2,0.04036774344800751,55
Pollster 187,Candidate 3,0.07701657069592575,155
Pollster 187,Candidate 4,0.49860921275720965,101
Pollster 188,Candidate 1,0.4013922413709274,178
Pollster 188,Candidate 2,0.2168631869227667,125
Pollster 188,Candidate 3,0.00771425790231803,197
Pollster 188,Candidate 4,0.3740303138039879,97
Pollster 189,Candidate 1,0.2676327978923174,31
Pollster 189,Candidate 2,0.17309416545929893,109
Pollster 189,Candidate 3,0.24818179782719002,182
Pollster 189,Candidate 4,0.31109123882119366,34
Pollster 190,Candidate 1,0.37894839008429787,19
Pollster 190,Candidate 2,0.33363344964002123,136
Pollster 190,Candidate 3,0.19681414060286148,111
Pollster 190,Candidate 4,0.09060401967281942,178
Pollster 191,Candidate 1,0.3096500843557099,96
Pollster 191,Candidate 2,0.46876288166760366,163
Pollster 191,Candidate 3,0.06765115580017196,155
Pollster 191,Candidate 4,0.15393587817651444,173
Pollster 192,Candidate 1,0.2807339890558663,1
Pollster 192,Candidate 2,0.527082830478228,9
Pollster 192,Candidate 3,0.02691814666570503,11
Pollster 192,Candidate 4,0.16526503380020066,133
Pollster 193,Candidate 1,0.10545430087024779,196
Pollster 193,Candidate 2,0.2765992183768593,171
Pollster 193,Candidate 3,0.051034247659244455,97
Pollster 193,Candidate 4,0.5669122330936485,61
Pollster 194,Candidate 1,0.1726241484896237,123
Pollster 194,Candidate 2,0.1370613468526568,119
Pollster 194,Candidate 3,0.08990530829874926,175
Pollster 194,Candidate 4,0.6004091963589702,105
Pollster 195,Candidate 1,0.3230971796497873,46
Pollster 195,Candidate 2,0.08891323412521862,3
Pollster 195,Candidate 3,0.41433350887857867,192
Pollster 195,Candidate 4,0.1736560773464154,34
Pollster 196,Candidate 1,0.0622341262061821,146
Pollster 196,Candidate 2,0.37921903377538013,38
Pollster 196,Candidate 3,0.07970194108450684,114
Pollster 196,Candidate 4,0.47884489893393095,75
Pollster 197,Candidate 1,0.3018110562425807,63
Pollster 197,Candidate 2,0.2623450766525317,18
Pollster 197,Candidate 3,0.32105837614701244,174
Pollster 197,Candidate 4,0.11478549095787514,78
Pollster 198,Candidate 1,0.0026892362187732983,36
Pollster 198,Candidate 2,0.0889504405476758,173
Pollster 198,Candidate 3,0.37937291995637945,139
Pollster 198,Candidate 4,0.5289874032771715,143
Pollster 199,Candidate 1,0.1660475339004863,4
Pollster 199,Candidate 2,0.09169377230430327,135
Pollster 199,Candidate 3,0.3601077088274083,31
Pollster 199,Candidate 4,0.38215098496780214,72
Pollster 200,Candidate 1,0.15633373109287033,68
Pollster 200,Candidate 2,0.20047454361369546,86
Pollster 200,Candidate 3,0.4594824333241653,17
Pollster 200,Candidate 4,0.1837092919692689,182
Pollster 201,Candidate 1,0.45752954573024146,186
Pollster 201,Candidate 2,0.15970497419253457,71
Pollster 201,Candidate 3,0.09270700113810453,163
Pollster 201,Candidate 4,0.29005847893911946,159
Pollster 202,Candidate 1,0.03433500494326346,157
Pollster 202,Candidate 2,0.07362583700002612,26
Pollster 202,Candidate 3,0.338631402378602,60
Pollster 202,Candidate 4,0.5534077556781084,103
Pollster 203,Candidate 1,0.05771417344224539,107
Pollster 203,Candidate 2,0.19985889313034635,49
Pollster 203,Candidate 3,0.38316132112166806,36
Pollster 203,Candidate 4,0.3592656123057402,97
Pollster 204,Candidate 1,0.4163654072902752,133
Pollster 204,Candidate 2,0.3082719936565867,72
Pollster 204,Candidate 3,0.03487810117904256,24
Pollster 204,Candidate 4,0.24048449787409557,2
Pollster 205,Candidate 1,0.17631886803463576,177
Pollster 205,Candidate 2,0.29652893975107114,69
Pollster 205,Candidate 3,0.27618988657492005,185
Pollster 205,Candidate 4,0.25096230563937305,157
Pollster 206,Candidate 1,0.06968118531389658,44
Pollster 206,Candidate 2,0.2154436278330388,144
Pollster 206,Candidate 3,0.39913290843504634,137
Pollster 206,Candidate 4,0.3157422784180183,141
Pollster 207,Candidate 1,0.19941308902327748,86
Pollster 207,Candidate 2,0.18738929126383055,110
Pollster 207,Candidate 3,0.3128885797072628,22
Pollster 207,Candidate 4,0.30030904000562914,200
Pollster 208,Candidate 1,0.3885767413746677,129
Pollster 208,Candidate 2,0.21530677063254053,193
Pollster 208,Candidate 3,0.1305323484542258,183
Pollster 208,Candidate 4,0.26558413953856597,162
Pollster 209,Candidate 1,0.34492250486697545,83
Pollster 209,Candidate 2,0.265618971289704,80
Pollster 209,Candidate 3,0.06417703647101074,44
Pollster 209,Candidate 4,0.32528148737230983,52
Pollster 210,Candidate 1,0.1439277780315142,191
Pollster 210,Candidate 2,0.09199224884723729,4
Pollster 210,Candidate 3,0.07526125386502412,119
Pollster 210,Candidate 4,0.6888187192562244,147
Pollster 211,Candidate 1,0.6024881876544189,114
Pollster 211,Candidate 2,0.009196016404006965,198
Pollster 211,Candidate 3,0.364323160039079,36
Pollster 211,Candidate 4,0.023992635902495098,162
Pollster 212,Candidate 1,0.25916499462738385,144
Pollster 212,Candidate 2,0.3516024597443459,191
Pollster 212,Candidate 3,0.10724424321025984,135
Pollster 212,Candidate 4,0.28198830241801043,12
Pollster 213,Candidate 1,0.17912744198973612,96
Pollster 213,Candidate 2,0.33083753288140255,88
Pollster 213,Candidate 3,0.11408011650965752,18
Pollster 213,Candidate 4,0.3759549086192038,60
Pollster 214,Candidate 1,0.015932775779209856,186
Pollster 214,Candidate 2,0.3378820583260537,13
Pollster 214,Candidate 3,0.37659477675257064,164
Pollster 214,Candidate 4,0.26959038914216576,196
Pollster 215,Candidate 1,0.040967572302751554,6
Pollster 215,Candidate 2,0.532930057189448,59
Pollster 215,Candidate 3,0.20497215913912525,53
Pollster 215,Candidate 4,0.22113021136867525,23
Pollster 216,Candidate 1,0.30492395815029244,178
Pollster 216,Candidate 2,0.251925101633153,123
Pollster 216,Candidate 3,0.41931917658639084,44
Pollster 216,Candidate 4,0.02383176363016369,141
Pollster 217,Candidate 1,0.25304677161299266,171
Pollster 217,Candidate 2,0.008243970269233767,32
Pollster 217,Candidate 3,0.2906176632343683,127
Pollster 217,Candidate 4,0.4480915948834053,54
Pollster 218,Candidate 1,0.27024604015076925,102
Pollster 218,Candidate 2,0.0870800723609826,13
Pollster 218,Candidate 3,0.46795577150045786,166
Pollster 218,Candidate 4,0.17471811598779033,132
Pollster 219,Candidate 1,0.13108581694275317,177
Pollster 219,Candidate 2,0.22716133503224237,167
Pollster 219,Candidate 3,0.34817684980331653,173
Pollster 219,Candidate 4,0.2935759982216879,70
Pollster 220,Candidate 1,0.16777430139712934,173
Pollster 220,Candidate 2,0.3306376470466375,82
Pollster 220,Candidate 3,0.27642481394012036,187
Pollster 220,Candidate 4,0.22516323761611276,68
Pollster 221,Candidate 1,0.24275258926569818,19
Pollster 221,Candidate 2,0.19164640072074984,144
Pollster 221,Candidate 3,0.2651802729640348,115
Pollster 221,Candidate 4,0.30042073704951716,182
Pollster 222,Candidate 1,0.14849813146600932,78
Pollster 222,Candidate 2,0.28348524903458605,144
Pollster 222,Candidate 3,0.3074395098729766,146
Pollster 222,Candidate 4,0.26057710962642805,138
Pollster 222,Candidate 1,0.14849813146600932,78
Pollster 222,Candidate 2,0.28348524903458605,144
Pollster 222,Candidate 3,0.3074395098729766,146
Pollster 222,Candidate 4,0.26057710962642805,138
