pollster,candidate,percentage
Pollster 153,Candidate 1,0.5835749272667411
Pollster 153,Candidate 2,0.029138875491758556
Pollster 153,Candidate 3,0.12097054519126044
Pollster 153,Candidate 4,0.2663156520502399
Pollster 154,Candidate 1,0.15669944169015954
Pollster 154,Candidate 2,0.2524690950875213
Pollster 154,Candidate 3,0.23750864136765762
Pollster 154,Candidate 4,0.3533228218546616
Pollster 155,Candidate 1,0.039210703092737595
Pollster 155,Candidate 2,0.08311092043268903
Pollster 155,Candidate 3,0.5462470847336846
Pollster 155,Candidate 4,0.33143129174088887
Pollster 156,Candidate 1,0.1635677820088335
Pollster 156,Candidate 2,0.253559112508984
Pollster 156,Candidate 3,0.3666248369917477
Pollster 156,Candidate 4,0.21624826849043483
Pollster 157,Candidate 1,0.032315509315581685
Pollster 157,Candidate 2,0.2056464378370484
Pollster 157,Candidate 3,0.6645882961083698
Pollster 157,Candidate 4,0.09744975673900011
Pollster 158,Candidate 1,0.26043751864395887
Pollster 158,Candidate 2,0.2510978220873222
Pollster 158,Candidate 3,0.2420130716945257
Pollster 158,Candidate 4,0.24645158757419328
Pollster 159,Candidate 1,0.3430149526460713
Pollster 159,Candidate 2,0.4429644269794398
Pollster 159,Candidate 3,0.02819448047032567
Pollster 159,Candidate 4,0.18582613990416325
Pollster 160,Candidate 1,0.3098077247495263
Pollster 160,Candidate 2,0.24570362179748545
Pollster 160,Candidate 3,0.2062506443535014
Pollster 160,Candidate 4,0.23823800909948684
Pollster 161,Candidate 1,0.0835774624078127
Pollster 161,Candidate 2,0.2429822041012224
Pollster 161,Candidate 3,0.6230775300677499
Pollster 161,Candidate 4,0.05036280342321501
Pollster 162,Candidate 1,0.30102842390781154
Pollster 162,Candidate 2,0.17203244795951833
Pollster 162,Candidate 3,0.4415446220945904
Pollster 162,Candidate 4,0.08539450603807973
Pollster 163,Candidate 1,0.31548910150844794
Pollster 163,Candidate 2,0.3069542046217707
Pollster 163,Candidate 3,0.07715575930054965
Pollster 163,Candidate 4,0.3004009345692317
Pollster 164,Candidate 1,0.0787225647542751
Pollster 164,Candidate 2,0.0768877123895107
Pollster 164,Candidate 3,0.04431521231483109
Pollster 164,Candidate 4,0.8000745105413831
Pollster 165,Candidate 1,0.27952931409940474
Pollster 165,Candidate 2,0.21322993731220646
Pollster 165,Candidate 3,0.19312309833758282
Pollster 165,Candidate 4,0.31411765025080596
Pollster 166,Candidate 1,0.23262833108658323
Pollster 166,Candidate 2,0.44114183736784307
Pollster 166,Candidate 3,0.22049987275634733
Pollster 166,Candidate 4,0.10572995878922639
Pollster 167,Candidate 1,0.030681543608070478
Pollster 167,Candidate 2,0.11443158656763011
Pollster 167,Candidate 3,0.36738257869578583
Pollster 167,Candidate 4,0.48750429112851357
Pollster 168,Candidate 1,0.24278300228783167
Pollster 168,Candidate 2,0.07822035098750402
Pollster 168,Candidate 3,0.2256779687804639
Pollster 168,Candidate 4,0.45331867794420044
Pollster 169,Candidate 1,0.43611385102544153
Pollster 169,Candidate 2,0.21666849404023433
Pollster 169,Candidate 3,0.012703414255645772
Pollster 169,Candidate 4,0.33451424067867835
Pollster 170,Candidate 1,0.1916653700730264
Pollster 170,Candidate 2,0.2553286454221108
Pollster 170,Candidate 3,0.05279157543290408
Pollster 170,Candidate 4,0.5002144090719587
Pollster 171,Candidate 1,0.19413682674143715
Pollster 171,Candidate 2,0.2722463868568387
Pollster 171,Candidate 3,0.017752106395890133
Pollster 171,Candidate 4,0.515864680005834
Pollster 172,Candidate 1,0.2394161871680257
Pollster 172,Candidate 2,0.4771369731658589
Pollster 172,Candidate 3,0.03601310338707296
Pollster 172,Candidate 4,0.24743373627904242
Pollster 173,Candidate 1,0.285223347989932
Pollster 173,Candidate 2,0.31459841976390823
Pollster 173,Candidate 3,0.11982756494057943
Pollster 173,Candidate 4,0.2803506673055804
Pollster 174,Candidate 1,0.3292445279350015
Pollster 174,Candidate 2,0.06909802853454787
Pollster 174,Candidate 3,0.25313827472932043
Pollster 174,Candidate 4,0.34851916880113026
Pollster 175,Candidate 1,0.5280440985263056
Pollster 175,Candidate 2,0.26183260128401076
Pollster 175,Candidate 3,0.20056438054133946
Pollster 175,Candidate 4,0.009558919648344176
Pollster 176,Candidate 1,0.05690121634309647
Pollster 176,Candidate 2,0.371402174055554
Pollster 176,Candidate 3,0.22938265115744969
Pollster 176,Candidate 4,0.3423139584438999
Pollster 177,Candidate 1,0.18445096832120728
Pollster 177,Candidate 2,0.4200135772899433
Pollster 177,Candidate 3,0.26349829273725933
Pollster 177,Candidate 4,0.1320371616515901
Pollster 178,Candidate 1,0.3698230161664708
Pollster 178,Candidate 2,0.22968707209256775
Pollster 178,Candidate 3,0.34226317930623845
Pollster 178,Candidate 4,0.058226732434723004
Pollster 179,Candidate 1,0.25423567990041185
Pollster 179,Candidate 2,0.3030882323224466
Pollster 179,Candidate 3,0.304234362717539
Pollster 179,Candidate 4,0.13844172505960256
Pollster 180,Candidate 1,0.1655700454675541
Pollster 180,Candidate 2,0.35457766027471677
Pollster 180,Candidate 3,0.0949384366152269
Pollster 180,Candidate 4,0.38491385764250224
Pollster 181,Candidate 1,0.13034493438950429
Pollster 181,Candidate 2,0.2678424006693212
Pollster 181,Candidate 3,0.2823828627640315
Pollster 181,Candidate 4,0.319429802177143
Pollster 182,Candidate 1,0.03364301954293153
Pollster 182,Candidate 2,0.42098438670774624
Pollster 182,Candidate 3,0.3105550151559534
Pollster 182,Candidate 4,0.23481757859336877
Pollster 183,Candidate 1,0.38030606032191583
Pollster 183,Candidate 2,0.07336213876382644
Pollster 183,Candidate 3,0.4094724918721744
Pollster 183,Candidate 4,0.13685930904208332
Pollster 184,Candidate 1,0.17394600977740124
Pollster 184,Candidate 2,0.23260468222066785
Pollster 184,Candidate 3,0.2917376989682844
Pollster 184,Candidate 4,0.30171160903364647
Pollster 185,Candidate 1,0.3426382034978285
Pollster 185,Candidate 2,0.3258575315078468
Pollster 185,Candidate 3,0.13595419827022576
Pollster 185,Candidate 4,0.19555006672409897
Pollster 186,Candidate 1,0.13335053202587283
Pollster 186,Candidate 2,0.4955620805070317
Pollster 186,Candidate 3,0.12887493635871022
Pollster 186,Candidate 4,0.2422124511083852
Pollster 187,Candidate 1,0.2518051493201759
Pollster 187,Candidate 2,0.2427196935692571
Pollster 187,Candidate 3,0.3031633231965035
Pollster 187,Candidate 4,0.2023118339140635
Pollster 188,Candidate 1,0.16193999632868938
Pollster 188,Candidate 2,0.47349443946440717
Pollster 188,Candidate 3,0.2012532055911094
Pollster 188,Candidate 4,0.16331235861579402
Pollster 189,Candidate 1,0.35358614366099766
Pollster 189,Candidate 2,0.37806197943272984
Pollster 189,Candidate 3,0.03102303507864768
Pollster 189,Candidate 4,0.23732884182762481
Pollster 190,Candidate 1,0.2637019080972529
Pollster 190,Candidate 2,0.1942181924312052
Pollster 190,Candidate 3,0.2828708275114466
Pollster 190,Candidate 4,0.25920907196009524
Pollster 191,Candidate 1,0.46561819422644674
Pollster 191,Candidate 2,0.17492663281309212
Pollster 191,Candidate 3,0.35069510407323523
Pollster 191,Candidate 4,0.008760068887225922
Pollster 192,Candidate 1,0.36611019727797794
Pollster 192,Candidate 2,0.3667598323955127
Pollster 192,Candidate 3,0.20151302066318705
Pollster 192,Candidate 4,0.06561694966332231
Pollster 193,Candidate 1,0.38644301081451354
Pollster 193,Candidate 2,0.12028563213502322
Pollster 193,Candidate 3,0.14613564970142312
Pollster 193,Candidate 4,0.3471357073490401
Pollster 194,Candidate 1,0.38179149719977684
Pollster 194,Candidate 2,0.01743544463178571
Pollster 194,Candidate 3,0.26850904769057216
Pollster 194,Candidate 4,0.3322640104778653
Pollster 195,Candidate 1,0.20882511639779405
Pollster 195,Candidate 2,0.526689758162004
Pollster 195,Candidate 3,0.09968748227666274
Pollster 195,Candidate 4,0.1647976431635392
Pollster 196,Candidate 1,0.42963768497034677
Pollster 196,Candidate 2,0.0659583384030111
Pollster 196,Candidate 3,0.18090864572120582
Pollster 196,Candidate 4,0.3234953309054363
Pollster 197,Candidate 1,0.1838487983018617
Pollster 197,Candidate 2,0.6109367683729523
Pollster 197,Candidate 3,0.16317124457643079
Pollster 197,Candidate 4,0.04204318874875525
Pollster 198,Candidate 1,0.3551648376317942
Pollster 198,Candidate 2,0.1996401869989547
Pollster 198,Candidate 3,0.3274766758937909
Pollster 198,Candidate 4,0.11771829947546018
Pollster 199,Candidate 1,0.09245393609001346
Pollster 199,Candidate 2,0.27949370358306896
Pollster 199,Candidate 3,0.4052136765452578
Pollster 199,Candidate 4,0.22283868378165977
Pollster 200,Candidate 1,0.35635513498618293
Pollster 200,Candidate 2,0.13184436786895554
Pollster 200,Candidate 3,0.34608503454512657
Pollster 200,Candidate 4,0.16571546259973496
Pollster 201,Candidate 1,0.0906753670149822
Pollster 201,Candidate 2,0.23185942092110112
Pollster 201,Candidate 3,0.34676015464720095
Pollster 201,Candidate 4,0.33070505741671574
Pollster 202,Candidate 1,0.2927805502340019
Pollster 202,Candidate 2,0.13970661365118656
Pollster 202,Candidate 3,0.2928096423985844
Pollster 202,Candidate 4,0.27470319371622715
Pollster 203,Candidate 1,0.04484656333600719
Pollster 203,Candidate 2,0.3192507747780142
Pollster 203,Candidate 3,0.20628585681307252
Pollster 203,Candidate 4,0.42961680507290606
Pollster 204,Candidate 1,0.20648085743335065
Pollster 204,Candidate 2,0.09730578010704188
Pollster 204,Candidate 3,0.3823148136817446
Pollster 204,Candidate 4,0.3138985487778629
Pollster 205,Candidate 1,0.40604278716343206
Pollster 205,Candidate 2,0.21921056908314787
Pollster 205,Candidate 3,0.34836696178658033
Pollster 205,Candidate 4,0.02637968196683969
Pollster 206,Candidate 1,0.21527903213701977
Pollster 206,Candidate 2,0.2980677504038679
Pollster 206,Candidate 3,0.2051289959644345
Pollster 206,Candidate 4,0.2815242214946778
Pollster 207,Candidate 1,0.08472660342439312
Pollster 207,Candidate 2,0.1877202860857974
Pollster 207,Candidate 3,0.2220600692490478
Pollster 207,Candidate 4,0.5054930412407617
Pollster 208,Candidate 1,0.05050381736659356
Pollster 208,Candidate 2,0.6206483464954489
Pollster 208,Candidate 3,0.07194325583023431
Pollster 208,Candidate 4,0.2569045803077233
Pollster 209,Candidate 1,0.34679605961797766
Pollster 209,Candidate 2,0.29244943428296694
Pollster 209,Candidate 3,0.11808663646533099
Pollster 209,Candidate 4,0.24266786963372441
Pollster 210,Candidate 1,0.3884834703323035
Pollster 210,Candidate 2,0.21416663877798464
Pollster 210,Candidate 3,0.09133641682385443
Pollster 210,Candidate 4,0.3060134740658574
Pollster 211,Candidate 1,0.11380638035235119
Pollster 211,Candidate 2,0.1310301909611106
Pollster 211,Candidate 3,0.40530148813601585
Pollster 211,Candidate 4,0.3498619405505224
Pollster 212,Candidate 1,0.16453914025476726
Pollster 212,Candidate 2,0.3494947744555395
Pollster 212,Candidate 3,0.3286025492824225
Pollster 212,Candidate 4,0.1573635360072708
Pollster 213,Candidate 1,0.2288435611699155
Pollster 213,Candidate 2,0.251655490096918
Pollster 213,Candidate 3,0.28787472279494175
Pollster 213,Candidate 4,0.23162622593822474
Pollster 214,Candidate 1,0.3011849174107478
Pollster 214,Candidate 2,0.21421905959920956
Pollster 214,Candidate 3,0.19339802842792958
Pollster 214,Candidate 4,0.29119799456211304
Pollster 215,Candidate 1,0.4307712805450215
Pollster 215,Candidate 2,0.29872541878137365
Pollster 215,Candidate 3,0.02980737085947517
Pollster 215,Candidate 4,0.24069592981412966
Pollster 216,Candidate 1,0.04820831803758921
Pollster 216,Candidate 2,0.18433661220147385
Pollster 216,Candidate 3,0.4562128211246833
Pollster 216,Candidate 4,0.3112422486362536
Pollster 217,Candidate 1,0.35736481610284104
Pollster 217,Candidate 2,0.275509662476904
Pollster 217,Candidate 3,0.25812268258273596
Pollster 217,Candidate 4,0.10900283883751906
Pollster 218,Candidate 1,0.3608457691441712
Pollster 218,Candidate 2,0.04442339518030254
Pollster 218,Candidate 3,0.33662972233135663
Pollster 218,Candidate 4,0.2581011133441696
Pollster 219,Candidate 1,0.25746846924716044
Pollster 219,Candidate 2,0.2287200570719479
Pollster 219,Candidate 3,0.27877855618455816
Pollster 219,Candidate 4,0.23503291749633354
Pollster 220,Candidate 1,0.655018178880886
Pollster 220,Candidate 2,0.15080957251010405
Pollster 220,Candidate 3,0.15709029667615879
Pollster 220,Candidate 4,0.03708195193285118
Pollster 221,Candidate 1,0.15672899891044012
Pollster 221,Candidate 2,0.34975316092450043
Pollster 221,Candidate 3,0.3556562388962602
Pollster 221,Candidate 4,0.13786160126879926
Pollster 222,Candidate 1,0.40495340157469173
Pollster 222,Candidate 2,0.15246655216394955
Pollster 222,Candidate 3,0.0296118588828521
Pollster 222,Candidate 4,0.4129681873785066
