pollster,answer,percentage,count
McLaughlin,West,8.16326530612245,28
Meeting Street Insights,Ballay,20,1
Meeting Street Insights,Biden,20,1
Meeting Street Insights,Kennedy,20,1
Meeting Street Insights,Stein,20,1
Meeting Street Insights,Trump,20,1
Meredith College,Biden,23.076923076923077,3
Meredith College,Harris,7.6923076923076925,1
Meredith College,Kennedy,7.6923076923076925,1
Meredith College,Oliver,7.6923076923076925,1
Meredith College,Stein,7.6923076923076925,1
Meredith College,Terry,7.6923076923076925,1
Meredith College,Trump,30.76923076923077,4
Meredith College,West,7.6923076923076925,1
Metropolitan Research,Biden,50,1
Metropolitan Research,Trump,50,1
Mitchell,Biden,15.384615384615385,8
Mitchell,DeSantis,1.9230769230769231,1
Mitchell,Harris,11.538461538461538,6
Mitchell,Kennedy,11.538461538461538,6
Mitchell,Kishore,3.8461538461538463,2
Mitchell,Oliver,3.8461538461538463,2
Mitchell,Stein,11.538461538461538,6
Mitchell,Terry,3.8461538461538463,2
Mitchell,Trump,25,13
Mitchell,West,11.538461538461538,6
Morning Consult,Biden,34.0997830802603,786
Morning Consult,Cheney,0.04338394793926247,1
Morning Consult,Christie,0.04338394793926247,1
Morning Consult,Cotton,0.04338394793926247,1
Morning Consult,Cruz,0.08676789587852494,2
Morning Consult,DeSantis,2.0824295010845986,48
Morning Consult,Haley,0.08676789587852494,2
Morning Consult,Harris,10.542299349240782,243
Morning Consult,Hawley,0.04338394793926247,1
Morning Consult,Hogan,0.04338394793926247,1
Morning Consult,Kennedy,2.7331887201735356,63
Morning Consult,Noem,0.04338394793926247,1
Morning Consult,Oliver,1.822125813449024,42
Morning Consult,Pence,0.08676789587852494,2
Morning Consult,Pompeo,0.04338394793926247,1
Morning Consult,R. Scott,0.04338394793926247,1
Morning Consult,Ramaswamy,0.04338394793926247,1
Morning Consult,Romney,0.04338394793926247,1
Morning Consult,Rubio,0.04338394793926247,1
Morning Consult,Sanders,0.04338394793926247,1
Morning Consult,Scott,0.08676789587852494,2
Morning Consult,Stein,3.644251626898048,84
Morning Consult,Trump,41.77874186550976,963
Morning Consult,West,2.4295010845986984,56
Muhlenberg,Biden,33.33333333333333,5
Muhlenberg,DeSantis,6.666666666666667,1
Muhlenberg,Haley,6.666666666666667,1
Muhlenberg,Harris,6.666666666666667,1
Muhlenberg,Kennedy,6.666666666666667,1
Muhlenberg,Shapiro,6.666666666666667,1
Muhlenberg,Trump,33.33333333333333,5
Murphy Nasica & Associates,Biden,33.33333333333333,1
Murphy Nasica & Associates,Kennedy,33.33333333333333,1
Murphy Nasica & Associates,Trump,33.33333333333333,1
NORC,Biden,50,1
NORC,Trump,50,1
National Public Affairs,Biden,27.27272727272727,6
National Public Affairs,Kennedy,13.636363636363635,3
National Public Affairs,Manchin,4.545454545454546,1
National Public Affairs,Oliver,4.545454545454546,1
National Public Affairs,Stein,9.090909090909092,2
National Public Affairs,Trump,27.27272727272727,6
National Public Affairs,West,13.636363636363635,3
National Research,Harris,50,1
National Research,Trump,50,1
Navigator,Biden,4.25531914893617,2
Navigator,Harris,21.27659574468085,10
Navigator,Kennedy,12.76595744680851,6
Navigator,Oliver,10.638297872340425,5
Navigator,Stein,12.76595744680851,6
Navigator,Trump,25.53191489361702,12
Navigator,West,12.76595744680851,6
New Bridge Strategy/Aspect Strategic,Biden,50,1
New Bridge Strategy/Aspect Strategic,Trump,50,1
NewsNation/Decision Desk HQ,Biden,50,1
NewsNation/Decision Desk HQ,Trump,50,1
Noble Predictive Insights,Biden,21.518987341772153,34
Noble Predictive Insights,DeSantis,3.1645569620253164,5
Noble Predictive Insights,Haley,1.2658227848101267,2
Noble Predictive Insights,Harris,11.39240506329114,18
Noble Predictive Insights,Kennedy,6.329113924050633,10
Noble Predictive Insights,M. Obama,1.2658227848101267,2
Noble Predictive Insights,Newsom,1.2658227848101267,2
Noble Predictive Insights,Oliver,3.79746835443038,6
Noble Predictive Insights,Pence,1.2658227848101267,2
Noble Predictive Insights,Ramaswamy,1.2658227848101267,2
Noble Predictive Insights,Sanders,1.2658227848101267,2
Noble Predictive Insights,Skousen,1.2658227848101267,2
Noble Predictive Insights,Stein,8.860759493670885,14
Noble Predictive Insights,Trump,29.746835443037973,47
Noble Predictive Insights,West,6.329113924050633,10
North Star Opinion Research,Biden,29.09090909090909,16
North Star Opinion Research,Harris,3.6363636363636362,2
North Star Opinion Research,Kennedy,14.545454545454545,8
North Star Opinion Research,Oliver,5.454545454545454,3
North Star Opinion Research,Stein,9.090909090909092,5
North Star Opinion Research,Trump,32.72727272727273,18
North Star Opinion Research,West,5.454545454545454,3
OH Predictive Insights / MBQF,Biden,50,4
OH Predictive Insights / MBQF,DeSantis,25,2
OH Predictive Insights / MBQF,Trump,25,2
Ohio Northern University Institute for Civics and Public Policy,Biden,48,12
Ohio Northern University Institute for Civics and Public Policy,Christie,4,1
Ohio Northern University Institute for Civics and Public Policy,DeSantis,8,2
Ohio Northern University Institute for Civics and Public Policy,Haley,8,2
Ohio Northern University Institute for Civics and Public Policy,Kennedy,4,1
Ohio Northern University Institute for Civics and Public Policy,Pence,8,2
Ohio Northern University Institute for Civics and Public Policy,Scott,4,1
Ohio Northern University Institute for Civics and Public Policy,Trump,16,4
OnMessage Inc.,Harris,50,8
OnMessage Inc.,Trump,50,8
Opinion Diagnostics,Biden,50,2
Opinion Diagnostics,DeSantis,25,1
Opinion Diagnostics,Trump,25,1
Outward Intelligence,Harris,25,12
Outward Intelligence,Kennedy,12.5,6
Outward Intelligence,Oliver,12.5,6
Outward Intelligence,Stein,12.5,6
Outward Intelligence,Trump,25,12
Outward Intelligence,West,12.5,6
P2 Insights,Biden,33.33333333333333,10
P2 Insights,Kennedy,33.33333333333333,10
P2 Insights,Trump,33.33333333333333,10
PEM Management Corporation,Biden,50,7
PEM Management Corporation,Trump,50,7
PPIC,Biden,37.5,9
PPIC,De la Cruz,4.166666666666666,1
PPIC,Harris,4.166666666666666,1
PPIC,Kennedy,4.166666666666666,1
PPIC,Oliver,4.166666666666666,1
PPIC,Stein,4.166666666666666,1
PPIC,Trump,41.66666666666667,10
PPP,Biden,17.431192660550458,38
PPP,Buttigieg,2.293577981651376,5
PPP,Cooper,0.45871559633027525,1
PPP,DeSantis,1.3761467889908259,3
PPP,Haley,0.45871559633027525,1
PPP,Harris,11.46788990825688,25
PPP,Kelly,0.45871559633027525,1
PPP,Kennedy,7.339449541284404,16
PPP,Newsom,1.834862385321101,4
PPP,Pence,0.45871559633027525,1
PPP,Pritzker,2.293577981651376,5
PPP,Shapiro,2.293577981651376,5
PPP,Stein,7.79816513761468,17
PPP,Trump,38.99082568807339,85
PPP,Warren,0.45871559633027525,1
PPP,West,2.293577981651376,5
PPP,Whitmer,2.293577981651376,5
PRRI,Biden,16.666666666666664,4
PRRI,Harris,12.5,3
PRRI,Hogan,4.166666666666666,1
PRRI,Kennedy,8.333333333333332,2
PRRI,Manchin,4.166666666666666,1
PRRI,Stein,8.333333333333332,2
PRRI,Trump,29.166666666666668,7
PRRI,West,16.666666666666664,4
Pan Atlantic Research,Biden,20,3
Pan Atlantic Research,Harris,20,3
Pan Atlantic Research,Oliver,6.666666666666667,1
Pan Atlantic Research,Stein,6.666666666666667,1
Pan Atlantic Research,Trump,40,6
Pan Atlantic Research,West,6.666666666666667,1
Patriot Polling,Biden,8,2
Patriot Polling,Harris,40,10
Patriot Polling,Kennedy,4,1
Patriot Polling,Trump,48,12
Peak Insights,Harris,33.33333333333333,1
Peak Insights,Kennedy,33.33333333333333,1
Peak Insights,Trump,33.33333333333333,1
Pew,Biden,15,3
Pew,Harris,20,4
Pew,Kennedy,15,3
Pew,Oliver,5,1
Pew,Stein,5,1
Pew,Trump,35,7
Pew,West,5,1
Praecones Analytica,Biden,27.27272727272727,3
Praecones Analytica,Harris,9.090909090909092,1
Praecones Analytica,Kennedy,27.27272727272727,3
Praecones Analytica,Sununu,9.090909090909092,1
Praecones Analytica,Trump,27.27272727272727,3
Premise,Biden,49.504950495049506,100
Premise,Cheney,1.9801980198019802,4
Premise,DeSantis,19.801980198019802,40
Premise,Haley,3.9603960396039604,8
Premise,Pence,0.49504950495049505,1
Premise,Trump,24.257425742574256,49
Prime Group,Biden,33.33333333333333,24
Prime Group,Kennedy,11.11111111111111,8
Prime Group,Stein,11.11111111111111,8
Prime Group,Trump,33.33333333333333,24
Prime Group,West,11.11111111111111,8
Probolsky Research,DeSantis,50,1
Probolsky Research,Newsom,50,1
Project Home Fire,Biden,50,1
Project Home Fire,Trump,50,1
Public Opinion Strategies,Biden,44.680851063829785,42
Public Opinion Strategies,DeSantis,19.148936170212767,18
Public Opinion Strategies,Harris,5.319148936170213,5
Public Opinion Strategies,Pence,2.127659574468085,2
Public Opinion Strategies,Trump,28.723404255319153,27
PureSpectrum,Biden,50,2
PureSpectrum,Trump,50,2
Quantus Insights,Harris,50,2
Quantus Insights,Trump,50,2
Quantus Polls and News,Harris,50,6
Quantus Polls and News,Trump,50,6
Quinnipiac,Biden,18.4115523465704,51
Quinnipiac,De la Cruz,1.444043321299639,4
Quinnipiac,DeSantis,1.444043321299639,4
Quinnipiac,Haley,1.444043321299639,4
Quinnipiac,Harris,11.552346570397113,32
Quinnipiac,Kennedy,7.9422382671480145,22
Quinnipiac,Oliver,6.859205776173286,19
Quinnipiac,Stein,11.552346570397113,32
Quinnipiac,Terry,2.527075812274368,7
Quinnipiac,Trump,27.075812274368232,75
Quinnipiac,West,9.747292418772563,27
RABA Research,Biden,50,1
RABA Research,Trump,50,1
RMG Research,Biden,14.814814814814813,16
RMG Research,DeSantis,2.7777777777777777,3
RMG Research,Harris,29.629629629629626,32
RMG Research,Kennedy,8.333333333333332,9
RMG Research,Manchin,2.7777777777777777,3
RMG Research,Scott,1.8518518518518516,2
RMG Research,Trump,39.81481481481482,43
Rasmussen,Biden,45.33333333333333,34
Rasmussen,DeSantis,5.333333333333334,4
Rasmussen,Haley,2.666666666666667,2
Rasmussen,Harris,2.666666666666667,2
Rasmussen,Kennedy,4,3
Rasmussen,Trump,40,30
Redfield & Wilton Strategies,Biden,18.59582542694497,196
Redfield & Wilton Strategies,DeSantis,2.6565464895635675,28
Redfield & Wilton Strategies,Haley,0.6641366223908919,7
Redfield & Wilton Strategies,Harris,14.89563567362429,157
Redfield & Wilton Strategies,Kennedy,10.721062618595825,113
Redfield & Wilton Strategies,Oliver,10.436432637571158,110
Redfield & Wilton Strategies,Ramaswamy,0.18975332068311196,2
Redfield & Wilton Strategies,Stein,11.669829222011385,123
Redfield & Wilton Strategies,Trump,29.98102466793169,316
Redfield & Wilton Strategies,West,0.18975332068311196,2
Remington,Biden,16.901408450704224,12
Remington,Harris,8.450704225352112,6
Remington,Kennedy,14.084507042253522,10
Remington,Oliver,1.4084507042253522,1
Remington,Stein,18.30985915492958,13
Remington,Trump,25.352112676056336,18
Remington,West,15.492957746478872,11
Research & Polling,Harris,50,1
Research & Polling,Trump,50,1
Research America,Biden,13.636363636363635,3
Research America,DeSantis,4.545454545454546,1
Research America,Harris,22.727272727272727,5
Research America,Kennedy,9.090909090909092,2
Research America,Oliver,9.090909090909092,2
Research America,Stein,9.090909090909092,2
Research America,Trump,27.27272727272727,6
Research America,Youngkin,4.545454545454546,1
Research Co.,Harris,50,4
Research Co.,Trump,50,4
Roanoke College,Biden,36.11111111111111,13
Roanoke College,DeSantis,5.555555555555555,2
Roanoke College,Haley,2.7777777777777777,1
Roanoke College,Harris,5.555555555555555,2
Roanoke College,Kennedy,5.555555555555555,2
Roanoke College,Oliver,2.7777777777777777,1
Roanoke College,Stein,5.555555555555555,2
Roanoke College,Trump,27.77777777777778,10
Roanoke College,West,2.7777777777777777,1
Roanoke College,Youngkin,5.555555555555555,2
SSRS,Biden,38.46153846153847,5
SSRS,DeSantis,7.6923076923076925,1
SSRS,Kennedy,23.076923076923077,3
SSRS,Trump,30.76923076923077,4
Schoen Cooperman,Biden,33.33333333333333,4
Schoen Cooperman,Clinton,8.333333333333332,1
Schoen Cooperman,DeSantis,8.333333333333332,1
Schoen Cooperman,Harris,8.333333333333332,1
Schoen Cooperman,Trump,41.66666666666667,5
Selzer,Biden,33.33333333333333,6
Selzer,Harris,5.555555555555555,1
Selzer,Kennedy,11.11111111111111,2
Selzer,Oliver,11.11111111111111,2
Selzer,Trump,38.88888888888889,7
Siena,Biden,28.30188679245283,15
Siena,Harris,7.547169811320755,4
Siena,Kennedy,9.433962264150944,5
Siena,Oliver,3.7735849056603774,2
Siena,Stein,3.7735849056603774,2
Siena,Trump,35.84905660377358,19
Siena,West,11.320754716981133,6
Siena/NYT,Biden,15.43026706231454,104
Siena/NYT,DeSantis,1.7804154302670623,12
Siena/NYT,Haley,2.0771513353115725,14
Siena/NYT,Harris,17.210682492581604,116
Siena/NYT,Kennedy,7.71513353115727,52
Siena/NYT,Mapstead,1.7804154302670623,12
Siena/NYT,Oliver,8.753709198813056,59
Siena/NYT,Stein,10.534124629080118,71
Siena/NYT,Trump,28.783382789317507,194
Siena/NYT,West,5.934718100890208,40
Slingshot Strategies,Biden,25,1
Slingshot Strategies,Harris,25,1
Slingshot Strategies,Trump,50,2
SoCal Research,Biden,18.91891891891892,7
SoCal Research,Harris,21.62162162162162,8
SoCal Research,Kennedy,5.405405405405405,2
SoCal Research,Oliver,5.405405405405405,2
SoCal Research,Stein,5.405405405405405,2
SoCal Research,Trump,40.54054054054054,15
SoCal Research,West,2.7027027027027026,1
SoCal Strategies,Biden,9.090909090909092,2
SoCal Strategies,Harris,40.909090909090914,9
SoCal Strategies,Trump,50,11
SoonerPoll.com,Biden,25,1
SoonerPoll.com,Harris,25,1
SoonerPoll.com,Trump,50,2
Split Ticket,Biden,33.33333333333333,1
Split Ticket,Kennedy,33.33333333333333,1
Split Ticket,Trump,33.33333333333333,1
Split Ticket/Data for Progress,Biden,20,2
Split Ticket/Data for Progress,Harris,10,1
Split Ticket/Data for Progress,Kennedy,10,1
Split Ticket/Data for Progress,Oliver,10,1
Split Ticket/Data for Progress,Stein,10,1
Split Ticket/Data for Progress,Trump,30,3
Split Ticket/Data for Progress,West,10,1
Spry Strategies,Biden,18,9
Spry Strategies,DeSantis,4,2
Spry Strategies,Harris,20,10
Spry Strategies,Kennedy,14.000000000000002,7
Spry Strategies,Scott,2,1
Spry Strategies,Stein,10,5
Spry Strategies,Trump,32,16
St. Anselm,Biden,12.195121951219512,5
St. Anselm,DeSantis,2.4390243902439024,1
St. Anselm,Harris,12.195121951219512,5
St. Anselm,Kennedy,9.75609756097561,4
St. Anselm,Oliver,14.634146341463413,6
St. Anselm,Stein,14.634146341463413,6
St. Anselm,Trump,21.951219512195124,9
St. Anselm,West,12.195121951219512,5
St. Pete Polls,Biden,50,2
St. Pete Polls,Trump,50,2
Strategies 360,Harris,40,2
Strategies 360,Kennedy,20,1
Strategies 360,Trump,40,2
Suffolk,Ayyadurai,0.7936507936507936,1
Suffolk,Biden,20.634920634920633,26
Suffolk,Clinton,1.5873015873015872,2
Suffolk,De la Cruz,0.7936507936507936,1
Suffolk,DeSantis,5.555555555555555,7
Suffolk,Harris,6.349206349206349,8
Suffolk,Kennedy,9.523809523809524,12
Suffolk,Kishore,0.7936507936507936,1
Suffolk,Manchin,0.7936507936507936,1
Suffolk,Mapstead,1.5873015873015872,2
Suffolk,Oliver,6.349206349206349,8
Suffolk,Stein,9.523809523809524,12
Suffolk,Terry,0.7936507936507936,1
Suffolk,Trump,23.015873015873016,29
Suffolk,West,11.904761904761903,15
Survey Center on American Life,Biden,37.5,3
Survey Center on American Life,DeSantis,12.5,1
Survey Center on American Life,Harris,12.5,1
Survey Center on American Life,Trump,37.5,3
SurveyMonkey,Biden,9.090909090909092,1
SurveyMonkey,Harris,27.27272727272727,3
SurveyMonkey,Kennedy,9.090909090909092,1
SurveyMonkey,Stein,9.090909090909092,1
SurveyMonkey,Trump,36.36363636363637,4
SurveyMonkey,West,9.090909090909092,1
SurveyUSA,Biden,25.24271844660194,26
SurveyUSA,Buttigieg,0.9708737864077669,1
SurveyUSA,Haley,2.912621359223301,3
SurveyUSA,Harris,13.592233009708737,14
SurveyUSA,Kennedy,2.912621359223301,3
SurveyUSA,M. Obama,1.9417475728155338,2
SurveyUSA,Newsom,2.912621359223301,3
SurveyUSA,Trump,46.601941747572816,48
SurveyUSA,West,0.9708737864077669,1
SurveyUSA,Whitmer,1.9417475728155338,2
SurveyUSA/High Point University,Harris,50,2
SurveyUSA/High Point University,Trump,50,2
Susquehanna,Biden,30.18867924528302,16
Susquehanna,DeSantis,11.320754716981133,6
Susquehanna,Haley,1.8867924528301887,1
Susquehanna,Harris,11.320754716981133,6
Susquehanna,Kennedy,5.660377358490567,3
Susquehanna,Newsom,3.7735849056603774,2
Susquehanna,Stein,1.8867924528301887,1
Susquehanna,Trump,33.9622641509434,18
TIPP,Biden,9.793814432989691,19
TIPP,Harris,22.68041237113402,44
TIPP,Kennedy,8.762886597938143,17
TIPP,Manchin,0.5154639175257731,1
TIPP,Mapstead,0.5154639175257731,1
TIPP,Stein,12.371134020618557,24
TIPP,Trump,32.47422680412371,63
TIPP,West,12.886597938144329,25
Target Insyght,Biden,50,1
Target Insyght,Trump,50,1
Targoz Market Research,Biden,30,30
Targoz Market Research,DeSantis,2,2
Targoz Market Research,Harris,4,4
Targoz Market Research,Kennedy,14.000000000000002,14
Targoz Market Research,Manchin,2,2
Targoz Market Research,Oliver,6,6
Targoz Market Research,Stein,6,6
Targoz Market Research,Trump,32,32
Targoz Market Research,West,4,4
Tarrance,Biden,16.666666666666664,1
Tarrance,Harris,33.33333333333333,2
Tarrance,Trump,50,3
Texas Hispanic Policy Foundation,Biden,19.047619047619047,4
Texas Hispanic Policy Foundation,DeSantis,9.523809523809524,2
Texas Hispanic Policy Foundation,Harris,14.285714285714285,3
Texas Hispanic Policy Foundation,Kennedy,4.761904761904762,1
Texas Hispanic Policy Foundation,Oliver,14.285714285714285,3
Texas Hispanic Policy Foundation,Stein,14.285714285714285,3
Texas Hispanic Policy Foundation,Trump,23.809523809523807,5
Texas Lyceum,Biden,20,1
Texas Lyceum,Kennedy,20,1
Texas Lyceum,Stein,20,1
Texas Lyceum,Trump,20,1
Texas Lyceum,West,20,1
The Citadel,Biden,28.57142857142857,4
The Citadel,Haley,14.285714285714285,2
The Citadel,Kennedy,14.285714285714285,2
The Citadel,Manchin,14.285714285714285,2
The Citadel,Stein,14.285714285714285,2
The Citadel,Trump,14.285714285714285,2
The Political Matrix/The Listener Group,Biden,50,1
The Political Matrix/The Listener Group,DeSantis,50,1
The Tyson Group,Biden,26.666666666666668,4
The Tyson Group,Kennedy,13.333333333333334,2
The Tyson Group,Mapstead,6.666666666666667,1
The Tyson Group,Stein,13.333333333333334,2
The Tyson Group,Trump,26.666666666666668,4
The Tyson Group,West,13.333333333333334,2
The Washington Post,Harris,42.857142857142854,6
The Washington Post,Oliver,7.142857142857142,1
The Washington Post,Stein,7.142857142857142,1
The Washington Post,Trump,42.857142857142854,6
Torchlight Strategies,Biden,37.5,3
Torchlight Strategies,Harris,12.5,1
Torchlight Strategies,Trump,50,4
Trafalgar Group,Biden,8.064516129032258,5
Trafalgar Group,Harris,30.64516129032258,19
Trafalgar Group,Kennedy,11.29032258064516,7
Trafalgar Group,Oliver,1.6129032258064515,1
Trafalgar Group,Stein,4.838709677419355,3
Trafalgar Group,Trump,38.70967741935484,24
Trafalgar Group,West,4.838709677419355,3
Trafalgar Group/InsiderAdvantage,Harris,50,1
Trafalgar Group/InsiderAdvantage,Trump,50,1
Tulchin Research,Biden,50,1
Tulchin Research,Trump,50,1
U. Georgia SPIA,Biden,26.923076923076923,7
U. Georgia SPIA,De la Cruz,3.8461538461538463,1
U. Georgia SPIA,DeSantis,3.8461538461538463,1
U. Georgia SPIA,Haley,3.8461538461538463,1
U. Georgia SPIA,Harris,7.6923076923076925,2
U. Georgia SPIA,Kennedy,7.6923076923076925,2
U. Georgia SPIA,Oliver,11.538461538461538,3
U. Georgia SPIA,Stein,3.8461538461538463,1
U. Georgia SPIA,Trump,26.923076923076923,7
U. Georgia SPIA,West,3.8461538461538463,1
U. Houston,Biden,18.181818181818183,2
U. Houston,Haley,9.090909090909092,1
U. Houston,Harris,18.181818181818183,2
U. Houston,Oliver,9.090909090909092,1
U. Houston,Stein,18.181818181818183,2
U. Houston,Trump,27.27272727272727,3
U. Massachusetts - Lowell,Biden,50,6
U. Massachusetts - Lowell,DeSantis,8.333333333333332,1
U. Massachusetts - Lowell,Trump,41.66666666666667,5
U. New Hampshire,Biden,12.396694214876034,15
U. New Hampshire,Christie,0.8264462809917356,1
U. New Hampshire,DeSantis,1.6528925619834711,2
U. New Hampshire,Haley,0.8264462809917356,1
U. New Hampshire,Harris,17.355371900826448,21
U. New Hampshire,Kennedy,9.917355371900827,12
U. New Hampshire,Oliver,9.917355371900827,12
U. New Hampshire,Pence,0.8264462809917356,1
U. New Hampshire,Ramaswamy,0.8264462809917356,1
U. New Hampshire,Scott,0.8264462809917356,1
U. New Hampshire,Stein,11.570247933884298,14
U. New Hampshire,Trump,23.96694214876033,29
U. New Hampshire,West,9.090909090909092,11
U. North Florida,Biden,37.5,3
U. North Florida,DeSantis,12.5,1
U. North Florida,Harris,12.5,1
U. North Florida,Trump,37.5,3
U. Rhode Island,Harris,33.33333333333333,1
U. Rhode Island,Kennedy,33.33333333333333,1
U. Rhode Island,Trump,33.33333333333333,1
UC Berkeley,Biden,28.947368421052634,11
UC Berkeley,DeSantis,5.263157894736842,2
UC Berkeley,Harris,5.263157894736842,2
UC Berkeley,Kennedy,10.526315789473683,4
UC Berkeley,Oliver,2.631578947368421,1
UC Berkeley,Stein,7.894736842105263,3
UC Berkeley,Trump,28.947368421052634,11
UC Berkeley,West,10.526315789473683,4
UMBC,Harris,20,1
UMBC,Kennedy,20,1
UMBC,Oliver,20,1
UMBC,Stein,20,1
UMBC,Trump,20,1
UMass Amherst/YouGov,Ayyadurai,4.166666666666666,1
UMass Amherst/YouGov,Biden,25,6
UMass Amherst/YouGov,De la Cruz,4.166666666666666,1
UMass Amherst/YouGov,DeSantis,4.166666666666666,1
UMass Amherst/YouGov,Harris,8.333333333333332,2
UMass Amherst/YouGov,Kennedy,16.666666666666664,4
UMass Amherst/YouGov,Oliver,4.166666666666666,1
UMass Amherst/YouGov,Scott,4.166666666666666,1
UMass Amherst/YouGov,Stein,4.166666666666666,1
UMass Amherst/YouGov,Trump,25,6
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Biden,8.333333333333332,1
USC Dornsife/CSU Long Beach/Cal Poly Pomona,De la Cruz,8.333333333333332,1
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Harris,8.333333333333332,1
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Kennedy,16.666666666666664,2
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Mapstead,8.333333333333332,1
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Oliver,8.333333333333332,1
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Stein,16.666666666666664,2
USC Dornsife/CSU Long Beach/Cal Poly Pomona,Trump,16.666666666666664,2
USC Dornsife/CSU Long Beach/Cal Poly Pomona,West,8.333333333333332,1
University of Delaware,Harris,25,1
University of Delaware,Kennedy,25,1
University of Delaware,Oliver,25,1
University of Delaware,Trump,25,1
University of Houston/Texas Southern University,Biden,10,1
University of Houston/Texas Southern University,Harris,10,1
University of Houston/Texas Southern University,Kennedy,20,2
University of Houston/Texas Southern University,Oliver,20,2
University of Houston/Texas Southern University,Stein,20,2
University of Houston/Texas Southern University,Trump,20,2
University of Maryland/Washington Post,Harris,33.33333333333333,4
University of Maryland/Washington Post,Oliver,16.666666666666664,2
University of Maryland/Washington Post,Stein,16.666666666666664,2
University of Maryland/Washington Post,Trump,33.33333333333333,4
University of Massachusetts Lowell/YouGov,Ayyadurai,3.125,1
University of Massachusetts Lowell/YouGov,Biden,9.375,3
University of Massachusetts Lowell/YouGov,Harris,12.5,4
University of Massachusetts Lowell/YouGov,Kennedy,15.625,5
University of Massachusetts Lowell/YouGov,Kishore,3.125,1
University of Massachusetts Lowell/YouGov,Oliver,12.5,4
University of Massachusetts Lowell/YouGov,Stein,12.5,4
University of Massachusetts Lowell/YouGov,Swift,3.125,1
University of Massachusetts Lowell/YouGov,Terry,3.125,1
University of Massachusetts Lowell/YouGov,Trump,21.875,7
University of Massachusetts Lowell/YouGov,West,3.125,1
University of Texas at Tyler,Biden,28.57142857142857,8
University of Texas at Tyler,Haley,7.142857142857142,2
University of Texas at Tyler,Kennedy,14.285714285714285,4
University of Texas at Tyler,Oliver,7.142857142857142,2
University of Texas at Tyler,Stein,14.285714285714285,4
University of Texas at Tyler,Trump,21.428571428571427,6
University of Texas at Tyler,West,7.142857142857142,2
UpOne Insights/BSG,Biden,50,1
UpOne Insights/BSG,Trump,50,1
VCreek/AMG,Biden,30.76923076923077,4
VCreek/AMG,Haley,7.6923076923076925,1
VCreek/AMG,Kennedy,15.384615384615385,2
VCreek/AMG,Manchin,7.6923076923076925,1
VCreek/AMG,Stein,7.6923076923076925,1
VCreek/AMG,Trump,23.076923076923077,3
VCreek/AMG,West,7.6923076923076925,1
Victory Insights,Biden,25,4
Victory Insights,DeSantis,18.75,3
Victory Insights,Harris,25,4
Victory Insights,Trump,31.25,5
Virginia Commonwealth U.,Biden,21.052631578947366,8
Virginia Commonwealth U.,DeSantis,5.263157894736842,2
Virginia Commonwealth U.,Haley,2.631578947368421,1
Virginia Commonwealth U.,Harris,10.526315789473683,4
Virginia Commonwealth U.,Kennedy,5.263157894736842,2
Virginia Commonwealth U.,Stein,15.789473684210526,6
Virginia Commonwealth U.,Trump,21.052631578947366,8
Virginia Commonwealth U.,West,15.789473684210526,6
Virginia Commonwealth U.,Youngkin,2.631578947368421,1
VoteTXT,Biden,50,2
VoteTXT,DeSantis,25,1
VoteTXT,Trump,25,1
WPAi,Biden,40,6
WPAi,DeSantis,6.666666666666667,1
WPAi,Harris,6.666666666666667,1
WPAi,Oliver,6.666666666666667,1
WPAi,Trump,40,6
Washington Post/George Mason University,De la Cruz,12.5,2
Washington Post/George Mason University,Harris,25,4
Washington Post/George Mason University,Oliver,12.5,2
Washington Post/George Mason University,Stein,12.5,2
Washington Post/George Mason University,Trump,25,4
Washington Post/George Mason University,West,12.5,2
Wick,Biden,38.46153846153847,10
Wick,DeSantis,7.6923076923076925,2
Wick,Haley,7.6923076923076925,2
Wick,Harris,7.6923076923076925,2
Wick,Oliver,3.8461538461538463,1
Wick,Pence,7.6923076923076925,2
Wick,Scott,7.6923076923076925,2
Wick,Stein,3.8461538461538463,1
Wick,Trump,15.384615384615385,4
Winthrop U.,Biden,33.33333333333333,2
Winthrop U.,Haley,16.666666666666664,1
Winthrop U.,Harris,16.666666666666664,1
Winthrop U.,Trump,33.33333333333333,2
Yale Youth Poll,Harris,20,1
Yale Youth Poll,Oliver,20,1
Yale Youth Poll,Stein,20,1
Yale Youth Poll,Trump,20,1
Yale Youth Poll,West,20,1
YouGov,Biden,28.11387900355872,237
YouGov,Cheney,0.2372479240806643,2
YouGov,DeSantis,5.2194543297746145,44
YouGov,Haley,1.1862396204033214,10
YouGov,Harris,8.540925266903916,72
YouGov,Kennedy,5.575326215895611,47
YouGov,Newsom,1.0676156583629894,9
YouGov,Oliver,2.372479240806643,20
YouGov,Pence,0.11862396204033215,1
YouGov,Ramaswamy,0.2372479240806643,2
YouGov,Scott,0.11862396204033215,1
YouGov,Shapiro,0.11862396204033215,1
YouGov,Stein,8.066429418742587,68
YouGov,Trump,31.316725978647685,264
YouGov,West,7.354685646500593,62
YouGov,Whitmer,0.2372479240806643,2
YouGov,Youngkin,0.11862396204033215,1
YouGov Blue,Biden,31.428571428571427,11
